Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Text
222,1.0,0.0,0.0,-0.5106,0.8475103378295898,0.12929488718509674,0.023194849491119385,Liar.
223,0.0,1.0,0.0,0.0,0.20099522173404694,0.7434747219085693,0.05553015321493149,"<a href=""https://www.youtube.com/watch?v=r7qovpFAGrQ&amp;t=0m28s"">0:28</a>"
224,0.0,1.0,0.0,0.0,0.2053147405385971,0.7416716814041138,0.053013551980257034,"<a href=""https://www.youtube.com/watch?v=r7qovpFAGrQ&amp;t=0m00s"">0:00</a>"
225,0.0,1.0,0.0,0.0,0.20844334363937378,0.7376706004142761,0.05388607457280159,"<a href=""https://www.youtube.com/watch?v=r7qovpFAGrQ&amp;t=1m39s"">1:39</a>"
226,0.0,1.0,0.0,0.0,0.03174842894077301,0.7953322529792786,0.17291927337646484,Freddie Mercury was too
227,0.0,1.0,0.0,0.0,0.18665121495723724,0.6788856983184814,0.13446302711963654,And ?
228,0.0,1.0,0.0,0.0,0.051850080490112305,0.6328209042549133,0.31532901525497437,All time newest
229,0.0,1.0,0.0,0.0,0.4752916693687439,0.4822064936161041,0.042501769959926605,GOATED NOT ROASTED
230,0.0,1.0,0.0,0.0,0.2825869023799896,0.6045694947242737,0.11284355074167252,Confision
231,0.0,0.0,0.0,0.0,0.3066561222076416,0.5347887277603149,0.1585550755262375,Y E S
232,0.0,1.0,0.0,0.0,0.2308139055967331,0.6546396017074585,0.11454648524522781,Literally
233,0.0,1.0,0.0,0.0,0.10328385978937149,0.7971268892288208,0.09958923608064651,@Curt145 Completamente
234,0.0,0.436,0.564,0.3802,0.07942164689302444,0.4312783181667328,0.48930010199546814,"Dude, for sure!"
235,0.066,0.934,0.0,-0.296,0.03307030349969864,0.8863831758499146,0.08054651319980621,"Mano, essa musica ficou marcada no coração de muita gente durante 2019 muitas pessoas de muitos paises se escutarem essa musica vao se lembrar, vão sentir essa nostaugia de setembro/outubro de 2019"
236,0.0,0.704,0.296,0.743,0.0017607101472094655,0.02302650921046734,0.975212812423706,"I agree with you. First heard it in 5th grade, going to high school next year. Its amazing."
237,0.0,1.0,0.0,0.0,0.2580673098564148,0.5672217011451721,0.1747109293937683,Word
238,0.0,1.0,0.0,0.0,0.0877026841044426,0.8059812188148499,0.10631606727838516,Ayoooo Heisenberg
239,0.0,0.0,0.0,0.0,0.35990822315216064,0.37766408920288086,0.2624277174472809,💀
240,0.0,0.0,0.0,0.0,0.35990822315216064,0.37766408920288086,0.2624277174472809,💀
241,0.0,0.0,0.0,0.0,0.35990822315216064,0.37766408920288086,0.2624277174472809,💀
242,0.0,1.0,0.0,0.0,0.2467956840991974,0.596361517906189,0.15684275329113007,how
243,0.487,0.513,0.0,-0.5859,0.8189079165458679,0.1652325689792633,0.01585949957370758,@ꨄ︎𝚉𝚘𝚂𝚊𝚗ꨄ︎ wtf do u mean? ☠️💀💀💀💀💀💀
244,0.0,0.552,0.448,0.69,0.32197657227516174,0.38796934485435486,0.2900540828704834,@bluefury looks who talking!? Like u can do better 💀✋
245,0.545,0.455,0.0,-0.5574,0.9350683093070984,0.053679488599300385,0.01125224307179451,bry this song shit
246,0.0,1.0,0.0,0.0,0.06287448108196259,0.5789267420768738,0.35819879174232483,Nor me😅
247,0.0,0.0,1.0,0.4588,0.060918860137462616,0.4626341760158539,0.47644689679145813,haha
248,0.0,1.0,0.0,0.0,0.16036885976791382,0.7797145247459412,0.05991668626666069,Same except when I was 8
249,0.0,0.838,0.162,0.4404,0.5337511897087097,0.402906209230423,0.06334255635738373,"@KENZO_ im just saying as far as song lyrics go, cant you make up something better"
250,0.0,1.0,0.0,0.0,0.45119181275367737,0.5168522000312805,0.03195597976446152,"Many songs now days are about sex, what makes this one being gay any different?"
251,0.0,0.775,0.225,0.4404,0.37924259901046753,0.5084609389305115,0.11229647696018219,Don&#39;t listen and don&#39;t interfere It&#39;s the quality of a good person.
252,0.0,1.0,0.0,0.0,0.3211042284965515,0.5129061341285706,0.16598960757255554,Same
253,0.0,1.0,0.0,0.0,0.20463505387306213,0.5491512417793274,0.2462136596441269,Verdade
254,0.0,1.0,0.0,0.0,0.24546007812023163,0.5957785248756409,0.1587614119052887,Seu emo
255,0.0,0.686,0.314,0.4939,0.44792482256889343,0.5101781487464905,0.04189704358577728,We Don&#39;t Care. Keep your religion for yourself
256,0.229,0.771,0.0,-0.7227,0.7926912307739258,0.199297234416008,0.008011545054614544,"8 But now ye also put off all these; anger, wrath, malice, blasphemy, filthy communication out of your mouth."
257,0.104,0.846,0.05,-0.7184,0.642223596572876,0.3356199860572815,0.022156404331326485,"HOLY BIBLE- 5 Mortify therefore your members which are upon the earth; fornication, uncleanness, inordinate affection, evil concupiscence, and covetousness, which is idolatry: 6 for which things&#39; sake the wrath of God cometh on the children of disobedience: 7 In the which ye also walked some time, when ye lived in them. 8 But now ye also put off all these; anger, wrath, malice, blasphemy, filthy communication out of your mouth."
258,0.061,0.816,0.122,0.2709,0.5212367177009583,0.4348137676715851,0.04394944757223129,"28 And even as they did not like to retain God in their knowledge, God gave them over to a reprobate mind, to do those things which are not convenient; --HOLY BIBLE"
259,0.14,0.654,0.206,0.1027,0.39759090542793274,0.5436715483665466,0.05873752757906914,"9 In like manner also, that women adorn themselves in modest apparel, with shamefacedness and sobriety; HOLY BIBLE"
260,0.229,0.771,0.0,-0.7227,0.7926912307739258,0.199297234416008,0.008011545054614544,"8 But now ye also put off all these; anger, wrath, malice, blasphemy, filthy communication out of your mouth."
261,0.104,0.846,0.05,-0.7184,0.642223596572876,0.3356199860572815,0.022156404331326485,"HOLY BIBLE- 5 Mortify therefore your members which are upon the earth; fornication, uncleanness, inordinate affection, evil concupiscence, and covetousness, which is idolatry: 6 for which things&#39; sake the wrath of God cometh on the children of disobedience: 7 In the which ye also walked some time, when ye lived in them. 8 But now ye also put off all these; anger, wrath, malice, blasphemy, filthy communication out of your mouth."
262,0.061,0.816,0.122,0.2709,0.5212367177009583,0.4348137676715851,0.04394944757223129,"28 And even as they did not like to retain God in their knowledge, God gave them over to a reprobate mind, to do those things which are not convenient; --HOLY BIBLE"
263,0.127,0.67,0.203,0.6632,0.0294025968760252,0.48427507281303406,0.48632240295410156,"HOLY BIBLE- 18 Wives, submit yourselves unto your own husbands, as it is fit in the Lord. 19 Husbands, love your wives, and be not bitter against them. 20 Children, obey your parents in all things: for this is well pleasing unto the Lord. 21 Fathers, provoke not your children to anger, lest they be discouraged."
264,0.104,0.846,0.05,-0.7184,0.642223596572876,0.3356199860572815,0.022156404331326485,"HOLY BIBLE- 5 Mortify therefore your members which are upon the earth; fornication, uncleanness, inordinate affection, evil concupiscence, and covetousness, which is idolatry: 6 for which things&#39; sake the wrath of God cometh on the children of disobedience: 7 In the which ye also walked some time, when ye lived in them. 8 But now ye also put off all these; anger, wrath, malice, blasphemy, filthy communication out of your mouth."
265,0.061,0.816,0.122,0.2709,0.5212367177009583,0.4348137676715851,0.04394944757223129,"28 And even as they did not like to retain God in their knowledge, God gave them over to a reprobate mind, to do those things which are not convenient; --HOLY BIBLE"
266,0.127,0.67,0.203,0.6632,0.0294025968760252,0.48427507281303406,0.48632240295410156,"HOLY BIBLE- 18 Wives, submit yourselves unto your own husbands, as it is fit in the Lord. 19 Husbands, love your wives, and be not bitter against them. 20 Children, obey your parents in all things: for this is well pleasing unto the Lord. 21 Fathers, provoke not your children to anger, lest they be discouraged."
267,0.14,0.654,0.206,0.1027,0.39759090542793274,0.5436715483665466,0.05873752757906914,"9 In like manner also, that women adorn themselves in modest apparel, with shamefacedness and sobriety; HOLY BIBLE"
268,0.0,0.5,0.5,0.4588,0.0014391764998435974,0.05931372195482254,0.9392471313476562,@Marcool You’re welcome 🎶☺️
269,0.0,0.0,1.0,0.3612,0.04472252354025841,0.687445878982544,0.26783159375190735,Thx
270,0.0,1.0,0.0,0.0,0.0020533360075205564,0.23162999749183655,0.7663166522979736,@COMPACT- M/C hi 🇱🇰♥️🇮🇳
271,0.0,1.0,0.0,0.0,0.09965372830629349,0.7922989726066589,0.10804732143878937,I am India
272,0.0,1.0,0.0,0.0,0.047429606318473816,0.8142460584640503,0.13832436501979828,Hello sri Lanka i am india
273,0.0,1.0,0.0,0.0,0.5127484202384949,0.46225228905677795,0.0249993484467268,bro you are a country?
274,0.0,1.0,0.0,0.0,0.17862243950366974,0.7066788077354431,0.11469878256320953,Me tooo....
275,0.0,0.588,0.412,0.4215,0.01496461033821106,0.3572308421134949,0.6278045773506165,It’s popular world wide dwag 😭
276,0.0,0.426,0.574,0.4019,0.028212280943989754,0.8059381246566772,0.16584956645965576,@? #andreySantosmelhordomundoumcaraentendedefutebol yes
277,1.0,0.0,0.0,-0.296,0.3198991119861603,0.49548888206481934,0.18461203575134277,No
278,0.0,1.0,0.0,0.0,0.15979550778865814,0.703613817691803,0.13659070432186127,me too
279,0.444,0.556,0.0,-0.34,0.2417033612728119,0.44264015555381775,0.315656453371048,me too its crazy
280,0.0,0.609,0.391,0.6697,0.0021275822073221207,0.03712322562932968,0.9607492089271545,@꧁戀•ᴀssᴀssɪɴsahab•戀꧂ most best bruh moment in entire life
281,0.0,1.0,0.0,0.0,0.2194899171590805,0.48065823316574097,0.2998518645763397,😂😂😂
282,0.275,0.725,0.0,-0.2263,0.23325946927070618,0.7096306085586548,0.05710988864302635,@Carmen BRUMARIU ALBOAIE u forget changing accounts
283,0.0,0.417,0.583,0.4215,0.0073769474402070045,0.09478221833705902,0.8978408575057983,Bro nice comment
284,0.099,0.678,0.223,0.4268,0.4389393925666809,0.45078763365745544,0.11027305573225021,@fighterpimp ngl i never seen a brilliant bot like this in 2019 if they actually did they must be join tech or something instead of creating musics
285,0.066,0.896,0.039,-0.25,0.861146867275238,0.12001386284828186,0.018839210271835327,@Somebody Else No problem. They guy is so auto tuned. That isn&#39;t his real voice at all. So what you hearing is a robot singing to you. <br><br>When you don&#39;t take the effort to make something good and try to sell people Dog PoS instead. I will call you out on it 100% of the time. Put little effort into this song and made a lot of money from it. Just trash work.
286,0.0,0.762,0.238,0.3612,0.4528614282608032,0.48312774300575256,0.06401077657938004,Mf out here talking like he got two grammys
287,0.574,0.426,0.0,-0.4019,0.564957320690155,0.4175789952278137,0.01746368035674095,What&#39;s your problem?
288,0.0,1.0,0.0,0.0,0.2092975527048111,0.6448099613189697,0.14589248597621918,Vdd mn
289,0.0,1.0,0.0,0.0,0.16375087201595306,0.7190758585929871,0.11717327684164047,It&#39;s &quot;Can&#39;t&quot; nobody not ain&#39;t
290,0.0,1.0,0.0,0.0,0.08730700612068176,0.8618627190589905,0.050830237567424774,​@Shakira Dipietro?
291,0.0,1.0,0.0,0.0,0.24016426503658295,0.5630495548248291,0.19678619503974915,Chkjy
292,0.285,0.715,0.0,-0.3384,0.4449317455291748,0.5309199690818787,0.024148253723978996,He. Really drop tiba. Rest of them
293,0.0,0.773,0.227,0.6124,0.002446666592732072,0.02709481492638588,0.9704585671424866,😮 like them so much my mom watch this and she put this music I like you so much I am five5
294,0.0,1.0,0.0,0.0,0.16688139736652374,0.5592039227485657,0.2739146947860718,Meeee
295,0.0,1.0,0.0,0.0,0.05067533627152443,0.7927817702293396,0.1565427929162979,@Mr Figueroa inr 😂21st century
296,0.0,0.606,0.394,0.5994,0.29356831312179565,0.6556287407875061,0.05080293491482735,How did it change a whole gen ? Lmao
297,0.0,1.0,0.0,0.0,0.21524934470653534,0.5552524924278259,0.22949819266796112,Fosho
298,1.0,0.0,0.0,-0.1027,0.30286291241645813,0.5070797801017761,0.19005724787712097,nah
299,0.0,0.0,0.0,0.0,0.19379551708698273,0.47714629769325256,0.3290582299232483,😂
300,0.0,1.0,0.0,0.0,0.2678612470626831,0.5825159549713135,0.14962275326251984,Fr
301,0.592,0.408,0.0,-0.4404,0.7108397483825684,0.26865991950035095,0.02050030790269375,@Music 328 :(
302,0.0,1.0,0.0,0.0,0.3274424374103546,0.524188220500946,0.14836932718753815,@Bey Hi yourself beyhole!
303,0.413,0.304,0.283,-0.3147,0.7320005297660828,0.22256940603256226,0.04543003439903259,"@Bey Kiss my ass, Bey!!"
304,0.0,1.0,0.0,0.0,0.20451170206069946,0.5521486401557922,0.2433396279811859,hi
305,0.189,0.811,0.0,-0.4215,0.050237592309713364,0.7034837603569031,0.24627861380577087,"Broke record of longest no1 song ever, 19 weeks on Bilboard Hot 100."
306,0.0,1.0,0.0,0.0,0.18835844099521637,0.6017188429832458,0.20992271602153778,zi
307,0.0,1.0,0.0,0.0,0.1701103001832962,0.7348519563674927,0.09503769874572754,chernomazo
308,0.0,1.0,0.0,0.0,0.019054867327213287,0.413239985704422,0.5677051544189453,This few seconds took to whole new world
309,0.0,1.0,0.0,0.0,0.16440656781196594,0.7793844938278198,0.056208956986665726,@NegroSlayer6000 that&#39;s what I&#39;m saying
310,0.157,0.715,0.127,-0.1926,0.9596829414367676,0.03717964142560959,0.0031374001409858465,Why do y&#39;all care about his sexual preference?? Just don&#39;t listen to him if you ain&#39;t with the gay shit
311,0.296,0.704,0.0,-0.5829,0.9675065875053406,0.02881568856537342,0.003677758853882551,@NickBlacky man get yo fucking homophobic ass out of here
312,0.0,1.0,0.0,0.0,0.7786152362823486,0.20752835273742676,0.013856489211320877,@Cloppit because he is gay
313,0.688,0.312,0.0,-0.765,0.9689579606056213,0.02783324010670185,0.0032088884618133307,why the fuck you crying
314,0.367,0.633,0.0,-0.6199,0.50312739610672,0.3716624975204468,0.12521015107631683,Bruh this song got you thru depression?? 💀💀
315,0.0,0.0,1.0,0.2732,0.0697321891784668,0.5512663722038269,0.3790014386177063,agreed
316,0.0,0.444,0.556,0.3612,0.02765175886452198,0.5767526030540466,0.39559563994407654,@Archimedes Espinosa agree 😂
317,0.592,0.408,0.0,-0.7003,0.9680965542793274,0.02836252935230732,0.0035408507101237774,No one gives a total shit dude
318,0.0,1.0,0.0,0.0,0.1124340072274208,0.8530985116958618,0.03446747362613678,nas daily?<br>Lil nas
319,0.0,1.0,0.0,0.0,0.004924491047859192,0.2237170934677124,0.7713583707809448,Correct 💪🏻😻👍🏿⚡
320,0.266,0.734,0.0,-0.5719,0.7451680898666382,0.24332977831363678,0.011502171866595745,@Shizukou&#39;s Apostle [1st Apostle of Twelve] prove something is ugly or hard to listen too
321,0.175,0.825,0.0,-0.7274,0.8262752294540405,0.15767081081867218,0.016053922474384308,"​@Chad Beckstead it&#39;s not like saying that at all, for the ugly to be unpleasant you have to prove something is ugly and we are still at the first step of proving<br><br>Not &quot;bad song is hard to listen to&quot; but &quot;how is the song bad&quot; is the question"
322,0.2,0.364,0.436,0.4404,0.7525647878646851,0.22785302996635437,0.019582126289606094,@yahiya ez gg thats like asking how is ugly unpleasing
323,0.0,1.0,0.0,0.0,0.15574774146080017,0.7170382738113403,0.12721394002437592,How though
324,0.221,0.564,0.214,-0.016,0.3382854163646698,0.6363596320152283,0.025354916229844093,I am not sure about the straight part
325,0.0,1.0,0.0,0.0,0.06997451186180115,0.8177180290222168,0.11230741441249847,​@Archimedes EspinosaI meant it is a country song
326,0.0,1.0,0.0,0.0,0.08088279515504837,0.8209497332572937,0.09816743433475494,​@Archimedes Espinosayes it is
327,0.0,1.0,0.0,0.0,0.12420565634965897,0.7755948901176453,0.10019943118095398,Isn’t this a country song?!
328,0.0,1.0,0.0,0.0,0.21091428399085999,0.5076835751533508,0.2814021110534668,Yup
329,0.0,0.849,0.151,0.4745,0.06634452193975449,0.5412936806678772,0.3923617899417877,Horses on the back horse tach is attached yeah  imma take my horse to the old town road im gonna ride till I cant no more
330,0.0,1.0,0.0,0.0,0.20048965513706207,0.6664291620254517,0.13308116793632507,His*
331,0.0,0.0,1.0,0.296,0.16698546707630157,0.5315834283828735,0.3014310896396637,Yeah
332,0.0,1.0,0.0,0.0,0.34675508737564087,0.6029862761497498,0.050258662551641464,too fast right ?
333,0.0,1.0,0.0,0.0,0.1534547656774521,0.5957112312316895,0.2508339583873749,Me
334,0.0,0.594,0.406,0.6249,0.008359258063137531,0.16958075761795044,0.8220600485801697,Only a masterpiece because of Nine Inch Nails.
335,0.0,1.0,0.0,0.0,0.9553320407867432,0.03867871314287186,0.0059892768040299416,That girl dancing was trash 🚮
336,0.0,0.783,0.217,0.3612,0.00829168502241373,0.3878384530544281,0.6038697957992554,You can thank Trent Reznor for the assist with that.
337,0.0,1.0,0.0,0.0,0.07394483685493469,0.719653308391571,0.20640183985233307,@Morphine yea he is
338,0.225,0.775,0.0,-0.4932,0.33788836002349854,0.639423131942749,0.0226884875446558,"@KingNoobyYT ye, but the question is: he is really gay or no?"
339,0.0,1.0,0.0,0.0,0.20029324293136597,0.7340767979621887,0.06562995910644531,This was 3 years ago bro
340,0.091,0.909,0.0,-0.1531,0.16784004867076874,0.7796291708946228,0.052530691027641296,"@nelom lakes no, he is telling his height, he is 4&#39;10 before but now he is 5&#39;11"
341,0.0,1.0,0.0,0.0,0.3085837960243225,0.5837295651435852,0.1076866090297699,&quot;When i was little&quot; bro this song is 4 years old you must be 10 years old
342,0.074,0.926,0.0,-0.1531,0.6950193643569946,0.2788810431957245,0.026099564507603645,"@STARMNS He gets paid by views, not comments.<br>Also... I need to expose his a$$. Many people will read and open their eyes."
343,0.0,0.806,0.194,0.34,0.33008310198783875,0.5080747604370117,0.16184215247631073,You do realize you&#39;re giving him even more money by commenting
344,0.0,0.0,0.0,0.0,0.19379551708698273,0.47714629769325256,0.3290582299232483,😂
345,0.0,0.0,0.0,0.0,0.19379551708698273,0.47714629769325256,0.3290582299232483,😂
346,0.0,1.0,0.0,0.0,0.4769412577152252,0.44970184564590454,0.07335691154003143,Its old
347,0.0,1.0,0.0,0.0,0.16037863492965698,0.712736964225769,0.12688438594341278,Rocket?
348,0.412,0.588,0.0,-0.4215,0.8266309499740601,0.16235755383968353,0.011011464521288872,"Sadly, not in today&#39;s amerikkka"
349,0.0,0.0,0.0,0.0,0.07636812329292297,0.4922971725463867,0.43133464455604553,💐
350,0.0,0.286,0.714,0.3612,0.08543188124895096,0.7190992832183838,0.19546882808208466,Work ready
351,0.0,1.0,0.0,0.0,0.1534547656774521,0.5957112312316895,0.2508339583873749,Me
352,0.0,1.0,0.0,0.0,0.7267956733703613,0.2528405785560608,0.020363761112093925,you is gay☕️🗿
353,0.0,1.0,0.0,0.0,0.2284432202577591,0.7277268171310425,0.04382992535829544,@Animegeek i never said u were my dad
354,0.248,0.752,0.0,-0.6459,0.966620683670044,0.029787808656692505,0.0035915235057473183,@iris luvs kuromii !! if u too fucking stupid to realize ur dad is gay
355,0.0,1.0,0.0,0.0,0.4515532851219177,0.49813225865364075,0.050314515829086304,@iris luvs kuromii !!  I am not ur dad
356,0.0,1.0,0.0,0.0,0.005280999932438135,0.10115040838718414,0.8935686349868774,U are ❤
357,0.0,1.0,0.0,0.0,0.1822853833436966,0.747981071472168,0.06973353028297424,Уже...
358,0.0,1.0,0.0,0.0,0.19097597897052765,0.5589799284934998,0.2500441074371338,2030
359,0.0,1.0,0.0,0.0,0.0809640884399414,0.7979876399040222,0.12104830890893936,2025?
360,0.0,1.0,0.0,0.0,0.1240285336971283,0.8267186880111694,0.049252718687057495,"А вообще есть и видео с 10 миллиардов просмотров,  это Babyshark. Ну то есть просмотров на подобных видео явно больше чем людей которые их посмотрели."
361,0.0,1.0,0.0,0.0,0.16785666346549988,0.6594887971878052,0.17265449464321136,1/8
362,0.242,0.758,0.0,-0.1531,0.34619131684303284,0.5302489995956421,0.12355963885784149,We all miss his old form😢
363,0.0,1.0,0.0,0.0,0.18453048169612885,0.7723520398139954,0.04311748221516609,کس نگو
364,0.0,0.583,0.417,0.5106,0.06403136253356934,0.6662247776985168,0.2697438895702362,Yeah well you can still listen to it
365,0.0,1.0,0.0,0.0,0.11115113645792007,0.7488593459129333,0.13998952507972717,"Sim, eu amava ela"
366,0.0,1.0,0.0,0.0,0.2073185294866562,0.7508593201637268,0.04182213172316551,pelo menos são memórias boas
367,0.0,1.0,0.0,0.0,0.03555082529783249,0.729149580001831,0.23529957234859467,"É minha uma das minhas favoritas até hoje, mt bommm!"
368,0.0,0.345,0.655,0.6908,0.0026181258726865053,0.07961801439523697,0.917763888835907,Thanks whoever liked my comment
369,0.291,0.709,0.0,-0.5719,0.8650295734405518,0.12752173840999603,0.007448679767549038,Why do people keep stealing this comment and reposting it?
370,0.0,1.0,0.0,0.0,0.3489156663417816,0.6069806814193726,0.04410367086529732,3 years ago and we still watch
371,0.268,0.732,0.0,-0.296,0.5738393664360046,0.41000422835350037,0.01615634560585022,No one knew that he was gay
372,0.0,0.345,0.655,0.6908,0.0026181258726865053,0.07961801439523697,0.917763888835907,Thanks whoever liked my comment
373,0.0,0.0,1.0,0.4404,0.023968052119016647,0.44089746475219727,0.535134494304657,Thanks
374,0.0,1.0,0.0,0.0,0.010703259147703648,0.4883485734462738,0.5009481906890869,​@Cloudy ☁️ aa gya🥺
375,0.0,1.0,0.0,0.0,0.2235574722290039,0.5241397619247437,0.25230276584625244,Acha
376,0.286,0.714,0.0,-0.5574,0.1617598831653595,0.7862144112586975,0.052025798708200455,Bs hook acha hota hai <br>Jo famous ban jata hai
377,0.0,1.0,0.0,0.0,0.053136423230171204,0.5624403953552246,0.3844231963157654,🤚🏻
378,0.0,1.0,0.0,0.0,0.17166125774383545,0.6714083552360535,0.1569303572177887,@pahad sa lulluok
379,0.0,1.0,0.0,0.0,0.07059445232152939,0.5287381410598755,0.40066736936569214,Peeche🥺
380,0.0,0.714,0.286,0.8126,0.010992693714797497,0.5345869660377502,0.4544203281402588,"16 All scripture is given by inspiration of God, and is profitable for doctrine, for reproof, for correction, for instruction in righteousness: HOLY BIBLE"
381,0.104,0.846,0.05,-0.7184,0.642223596572876,0.3356199860572815,0.022156404331326485,"HOLY BIBLE- 5 Mortify therefore your members which are upon the earth; fornication, uncleanness, inordinate affection, evil concupiscence, and covetousness, which is idolatry: 6 for which things&#39; sake the wrath of God cometh on the children of disobedience: 7 In the which ye also walked some time, when ye lived in them. 8 But now ye also put off all these; anger, wrath, malice, blasphemy, filthy communication out of your mouth."
382,0.14,0.654,0.206,0.1027,0.39759090542793274,0.5436715483665466,0.05873752757906914,"9 In like manner also, that women adorn themselves in modest apparel, with shamefacedness and sobriety; HOLY BIBLE"
383,0.0,0.714,0.286,0.8126,0.010992693714797497,0.5345869660377502,0.4544203281402588,"16 All scripture is given by inspiration of God, and is profitable for doctrine, for reproof, for correction, for instruction in righteousness: HOLY BIBLE"
384,0.104,0.846,0.05,-0.7184,0.642223596572876,0.3356199860572815,0.022156404331326485,"HOLY BIBLE- 5 Mortify therefore your members which are upon the earth; fornication, uncleanness, inordinate affection, evil concupiscence, and covetousness, which is idolatry: 6 for which things&#39; sake the wrath of God cometh on the children of disobedience: 7 In the which ye also walked some time, when ye lived in them. 8 But now ye also put off all these; anger, wrath, malice, blasphemy, filthy communication out of your mouth."
385,0.127,0.67,0.203,0.6632,0.0294025968760252,0.48427507281303406,0.48632240295410156,"HOLY BIBLE- 18 Wives, submit yourselves unto your own husbands, as it is fit in the Lord. 19 Husbands, love your wives, and be not bitter against them. 20 Children, obey your parents in all things: for this is well pleasing unto the Lord. 21 Fathers, provoke not your children to anger, lest they be discouraged."
386,0.287,0.713,0.0,-0.7543,0.9199273586273193,0.07493976503610611,0.005132799502462149,"The only problem is he&#39;s black, but just put people to listen and don&#39;t say he&#39;s a disgusting black"
387,0.0,0.635,0.365,0.3182,0.09587249904870987,0.8415565490722656,0.06257090717554092,@Mixu the average jojo fan:
389,0.0,1.0,0.0,0.0,0.18667183816432953,0.7519675493240356,0.061360571533441544,ооба
390,0.0,1.0,0.0,0.0,0.208899587392807,0.6051227450370789,0.18597763776779175,Bruh
391,0.0,1.0,0.0,0.0,0.208899587392807,0.6051227450370789,0.18597763776779175,Bruh
392,0.585,0.0,0.415,-0.2732,0.7078195214271545,0.26252079010009766,0.029659714549779892,Yes wtf
393,0.0,0.715,0.285,0.8016,0.001236947369761765,0.011763489805161953,0.9869995713233948,Omg more people who were in 5th at the time! This was such a great time in daycare summer camp lol-
394,0.0,1.0,0.0,0.0,0.2224084734916687,0.5777429342269897,0.19984860718250275,Ong
395,0.135,0.738,0.127,-0.0516,0.4845837652683258,0.4106418490409851,0.10477439314126968,Bro  I think I was in 5th grade too. I remember putting on a whole show with my dumb friends for the younger kids.
396,0.0,1.0,0.0,0.0,0.5079613327980042,0.4546138346195221,0.03742479905486107,"@Anand Morris I’ve never even heard of nine inch nails, I’ll have to look it up, does it go by the same name?"
397,0.0,1.0,0.0,0.0,0.07757613807916641,0.8333335518836975,0.08909033238887787,"Not really, given its actually a Nine Inch Nails song originally."
398,0.0,1.0,0.0,0.0,0.2678612470626831,0.5825159549713135,0.14962275326251984,Fr
399,0.0,0.769,0.231,0.5574,0.016899487003684044,0.8818997144699097,0.10120078176259995,Replay - Iyaz<br>Can&#39;t hold us - Macklemore &amp; Ryan Lewis<br>Gym hero - Adam Levine<br>Ect &amp; ect..
400,0.0,1.0,0.0,0.0,0.11310043185949326,0.8284710049629211,0.05842858925461769,​@Ceres Clips eXactly vs cassette ffghjinknjhjjbuhbhbbdc remember everyone f2f ffyfvQB
401,0.0,0.753,0.247,0.3182,0.08939889818429947,0.8327136039733887,0.07788757234811783,@Frankie Zawada sure buddy keep telling yourself that
402,0.429,0.571,0.0,-0.5423,0.863574743270874,0.13040846586227417,0.006016770377755165,Nah you actually the reason it got ruined
403,0.0,0.0,1.0,0.296,0.17729468643665314,0.5264874696731567,0.29621782898902893,Ok
404,0.0,1.0,0.0,0.0,0.1799396127462387,0.5454608798027039,0.27459949254989624,Real
405,0.0,0.577,0.423,0.6588,0.0016161469975486398,0.005865768529474735,0.9925180673599243,Lol...Love it. It&#39;s such an awesome song!
406,0.355,0.161,0.484,0.2023,0.6935464143753052,0.2883172035217285,0.018136432394385338,No one cares
407,0.0,1.0,0.0,0.0,0.10143927484750748,0.8242477178573608,0.07431300729513168,They all are..u have to be when u sign the contract
408,0.22,0.78,0.0,-0.5859,0.7071442604064941,0.2677265703678131,0.025129081681370735,i was in saint denis and i accidentally shot the door and i got on my horse and i accidentally hit the cop
409,0.0,0.0,1.0,0.4215,0.10777347534894943,0.5321319699287415,0.3600945472717285,lol
410,0.0,0.69,0.31,0.2023,0.06876491755247116,0.31483855843544006,0.6163965463638306,This music is just top
411,0.343,0.657,0.0,-0.9451,0.8844555616378784,0.10765695571899414,0.007887540385127068,@Fuzion 1. He’s done more than that. His current pfp has devil horns for fucks sake.<br><br>2. No he did because he hates Christian folk. And even if he did visuals it’s still the embodiment of Sin.
412,0.13,0.623,0.247,0.6037,0.7620902061462402,0.22113515436649323,0.016774695366621017,@AllahIsGod are you talking about the music video? LMAO its just visuals that doesn&#39;t mean he loves the devil tf are you talking about
413,0.0,0.638,0.362,0.738,0.6424931287765503,0.33889198303222656,0.018614955246448517,@Fuzion the dudes in love with devil.<br>You cannot deny that is a moral downfall.
414,0.383,0.617,0.0,-0.607,0.6157488822937012,0.3623422086238861,0.021908892318606377,@AllahIsGod not personally liking someone is a personal problem not a downfall
415,0.0,0.559,0.441,0.6734,0.7673863172531128,0.21781662106513977,0.014797132462263107,@AllahIsGodnot really just sounds like you don&#39;t like him
416,0.0,1.0,0.0,0.0,0.23503947257995605,0.5079554319381714,0.25700509548187256,Sim
417,0.0,0.312,0.688,0.296,0.09554261714220047,0.6048851013183594,0.29957228899002075,Yeah bro
418,0.0,0.0,1.0,0.296,0.16698546707630157,0.5315834283828735,0.3014310896396637,Yeah
419,0.0,1.0,0.0,0.0,0.18355277180671692,0.6960846781730652,0.1203625425696373,Poisé kkkk
420,0.0,1.0,0.0,0.0,0.16492989659309387,0.7458148002624512,0.08925532549619675,Opa mn estamos juntos
